Player,Team,Opposition,Runs,NotOut,Mins,BF,4s,6s,SR,Inns,Venue,Start Date
SM Curran,Kings XI Punjab,Chennai Super Kings,0,1,2,1,0,0,0,2,Chennai,6-Apr-19
M Ashwin,Kings XI Punjab,Chennai Super Kings,DNB,0,-,-,-,-,-,2,Chennai,6-Apr-19
Mohammed Shami,Kings XI Punjab,Chennai Super Kings,DNB,0,-,-,-,-,-,2,Chennai,6-Apr-19
AJ Tye,Kings XI Punjab,Chennai Super Kings,DNB,0,-,-,-,-,-,2,Chennai,6-Apr-19
R Ashwin,Kings XI Punjab,Chennai Super Kings,DNB,0,-,-,-,-,-,2,Chennai,6-Apr-19
PA Patel,Royal Challengers Bangalore,Kolkata Knight Riders,25,0,32,24,3,0,104.16,1,Bengaluru,5-Apr-19
V Kohli,Royal Challengers Bangalore,Kolkata Knight Riders,84,0,77,49,9,2,171.42,1,Bengaluru,5-Apr-19
AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,63,0,51,32,5,4,196.87,1,Bengaluru,5-Apr-19
MP Stoinis,Royal Challengers Bangalore,Kolkata Knight Riders,28,1,14,13,3,1,215.38,1,Bengaluru,5-Apr-19
MM Ali,Royal Challengers Bangalore,Kolkata Knight Riders,0,1,7,2,0,0,0,1,Bengaluru,5-Apr-19
NA Saini,Royal Challengers Bangalore,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Bengaluru,5-Apr-19
TG Southee,Royal Challengers Bangalore,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Bengaluru,5-Apr-19
P Negi,Royal Challengers Bangalore,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Bengaluru,5-Apr-19
YS Chahal,Royal Challengers Bangalore,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Bengaluru,5-Apr-19
Mohammed Siraj,Royal Challengers Bangalore,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Bengaluru,5-Apr-19
AD Nath,Royal Challengers Bangalore,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Bengaluru,5-Apr-19
CA Lynn,Kolkata Knight Riders,Royal Challengers Bangalore,43,0,62,31,4,2,138.7,2,Bengaluru,5-Apr-19
SP Narine,Kolkata Knight Riders,Royal Challengers Bangalore,10,0,12,8,2,0,125,2,Bengaluru,5-Apr-19
RV Uthappa,Kolkata Knight Riders,Royal Challengers Bangalore,33,0,40,25,6,0,132,2,Bengaluru,5-Apr-19
N Rana,Kolkata Knight Riders,Royal Challengers Bangalore,37,0,33,23,1,2,160.86,2,Bengaluru,5-Apr-19
KD Karthik,Kolkata Knight Riders,Royal Challengers Bangalore,19,0,34,15,1,1,126.66,2,Bengaluru,5-Apr-19
AD Russell,Kolkata Knight Riders,Royal Challengers Bangalore,48,1,27,13,1,7,369.23,2,Bengaluru,5-Apr-19
Shubman Gill,Kolkata Knight Riders,Royal Challengers Bangalore,3,1,16,3,0,0,100,2,Bengaluru,5-Apr-19
Kuldeep Yadav,Kolkata Knight Riders,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Bengaluru,5-Apr-19
LH Ferguson,Kolkata Knight Riders,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Bengaluru,5-Apr-19
PP Chawla,Kolkata Knight Riders,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Bengaluru,5-Apr-19
M Prasidh Krishna,Kolkata Knight Riders,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Bengaluru,5-Apr-19
PP Shaw,Delhi Capitals,Sunrisers Hyderabad,11,0,9,11,2,0,100,1,Delhi,4-Apr-19
S Dhawan,Delhi Capitals,Sunrisers Hyderabad,12,0,25,14,1,0,85.71,1,Delhi,4-Apr-19
SS Iyer,Delhi Capitals,Sunrisers Hyderabad,43,0,70,41,3,1,104.87,1,Delhi,4-Apr-19
RR Pant,Delhi Capitals,Sunrisers Hyderabad,5,0,17,7,0,0,71.42,1,Delhi,4-Apr-19
R Tewatia,Delhi Capitals,Sunrisers Hyderabad,5,0,7,7,1,0,71.42,1,Delhi,4-Apr-19
CA Ingram,Delhi Capitals,Sunrisers Hyderabad,5,0,13,8,0,0,62.5,1,Delhi,4-Apr-19
CH Morris,Delhi Capitals,Sunrisers Hyderabad,17,0,24,15,1,1,113.33,1,Delhi,4-Apr-19
AR Patel,Delhi Capitals,Sunrisers Hyderabad,23,1,16,13,1,2,176.92,1,Delhi,4-Apr-19
K Rabada,Delhi Capitals,Sunrisers Hyderabad,3,0,3,4,0,0,75,1,Delhi,4-Apr-19
I Sharma,Delhi Capitals,Sunrisers Hyderabad,0,1,2,0,0,0,-,1,Delhi,4-Apr-19
S Lamichhane,Delhi Capitals,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,1,Delhi,4-Apr-19
DA Warner,Sunrisers Hyderabad,Delhi Capitals,10,0,36,18,0,0,55.55,2,Delhi,4-Apr-19
JM Bairstow,Sunrisers Hyderabad,Delhi Capitals,48,0,29,28,9,1,171.42,2,Delhi,4-Apr-19
V Shankar,Sunrisers Hyderabad,Delhi Capitals,16,0,36,21,1,0,76.19,2,Delhi,4-Apr-19
MK Pandey,Sunrisers Hyderabad,Delhi Capitals,10,0,23,13,0,0,76.92,2,Delhi,4-Apr-19
DJ Hooda,Sunrisers Hyderabad,Delhi Capitals,10,0,11,11,1,0,90.9,2,Delhi,4-Apr-19
YK Pathan,Sunrisers Hyderabad,Delhi Capitals,9,1,18,11,1,0,81.81,2,Delhi,4-Apr-19
Mohammad Nabi,Sunrisers Hyderabad,Delhi Capitals,17,1,12,9,2,1,188.88,2,Delhi,4-Apr-19
S Kaul,Sunrisers Hyderabad,Delhi Capitals,DNB,0,-,-,-,-,-,2,Delhi,4-Apr-19
Sandeep Sharma,Sunrisers Hyderabad,Delhi Capitals,DNB,0,-,-,-,-,-,2,Delhi,4-Apr-19
B Kumar,Sunrisers Hyderabad,Delhi Capitals,DNB,0,-,-,-,-,-,2,Delhi,4-Apr-19
Rashid Khan,Sunrisers Hyderabad,Delhi Capitals,DNB,0,-,-,-,-,-,2,Delhi,4-Apr-19
Q de Kock,Mumbai Indians,Chennai Super Kings,4,0,11,7,1,0,57.14,1,Wankhede,3-Apr-19
RG Sharma,Mumbai Indians,Chennai Super Kings,13,0,35,18,1,0,72.22,1,Wankhede,3-Apr-19
SA Yadav,Mumbai Indians,Chennai Super Kings,59,0,83,43,8,1,137.2,1,Wankhede,3-Apr-19
Yuvraj Singh,Mumbai Indians,Chennai Super Kings,4,0,8,6,0,0,66.66,1,Wankhede,3-Apr-19
KH Pandya,Mumbai Indians,Chennai Super Kings,42,0,43,32,5,1,131.25,1,Wankhede,3-Apr-19
HH Pandya,Mumbai Indians,Chennai Super Kings,25,1,22,8,1,3,312.5,1,Wankhede,3-Apr-19
KA Pollard,Mumbai Indians,Chennai Super Kings,17,1,14,7,0,2,242.85,1,Wankhede,3-Apr-19
JJ Bumrah,Mumbai Indians,Chennai Super Kings,DNB,0,-,-,-,-,-,1,Wankhede,3-Apr-19
SL Malinga,Mumbai Indians,Chennai Super Kings,DNB,0,-,-,-,-,-,1,Wankhede,3-Apr-19
JP Behrendorff,Mumbai Indians,Chennai Super Kings,DNB,0,-,-,-,-,-,1,Wankhede,3-Apr-19
RD Chahar,Mumbai Indians,Chennai Super Kings,DNB,0,-,-,-,-,-,1,Wankhede,3-Apr-19
SR Watson,Chennai Super Kings,Mumbai Indians,5,0,9,6,1,0,83.33,2,Wankhede,3-Apr-19
AT Rayudu,Chennai Super Kings,Mumbai Indians,0,0,3,1,0,0,0,2,Wankhede,3-Apr-19
SK Raina,Chennai Super Kings,Mumbai Indians,16,0,26,15,2,1,106.66,2,Wankhede,3-Apr-19
KM Jadhav,Chennai Super Kings,Mumbai Indians,58,0,87,54,8,1,107.4,2,Wankhede,3-Apr-19
MS Dhoni,Chennai Super Kings,Mumbai Indians,12,0,48,21,0,0,57.14,2,Wankhede,3-Apr-19
RA Jadeja,Chennai Super Kings,Mumbai Indians,1,0,4,2,0,0,50,2,Wankhede,3-Apr-19
DJ Bravo,Chennai Super Kings,Mumbai Indians,8,0,21,9,0,1,88.88,2,Wankhede,3-Apr-19
DL Chahar,Chennai Super Kings,Mumbai Indians,7,0,10,7,1,0,100,2,Wankhede,3-Apr-19
SN Thakur,Chennai Super Kings,Mumbai Indians,12,1,9,5,1,1,240,2,Wankhede,3-Apr-19
MM Sharma,Chennai Super Kings,Mumbai Indians,0,1,3,2,0,0,0,2,Wankhede,3-Apr-19
Imran Tahir,Chennai Super Kings,Mumbai Indians,DNB,0,-,-,-,-,-,2,Wankhede,3-Apr-19
V Kohli,Royal Challengers Bangalore,Rajasthan Royals,23,0,25,25,3,0,92,1,Jaipur,2-Apr-19
PA Patel,Royal Challengers Bangalore,Rajasthan Royals,67,0,78,41,9,1,163.41,1,Jaipur,2-Apr-19
AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,13,0,8,9,2,0,144.44,1,Jaipur,2-Apr-19
SO Hetmyer,Royal Challengers Bangalore,Rajasthan Royals,1,0,8,9,0,0,11.11,1,Jaipur,2-Apr-19
MP Stoinis,Royal Challengers Bangalore,Rajasthan Royals,31,1,50,28,2,1,110.71,1,Jaipur,2-Apr-19
MM Ali,Royal Challengers Bangalore,Rajasthan Royals,18,1,15,9,2,1,200,1,Jaipur,2-Apr-19
Mohammed Siraj,Royal Challengers Bangalore,Rajasthan Royals,DNB,0,-,-,-,-,-,1,Jaipur,2-Apr-19
UT Yadav,Royal Challengers Bangalore,Rajasthan Royals,DNB,0,-,-,-,-,-,1,Jaipur,2-Apr-19
YS Chahal,Royal Challengers Bangalore,Rajasthan Royals,DNB,0,-,-,-,-,-,1,Jaipur,2-Apr-19
NA Saini,Royal Challengers Bangalore,Rajasthan Royals,DNB,0,-,-,-,-,-,1,Jaipur,2-Apr-19
AD Nath,Royal Challengers Bangalore,Rajasthan Royals,DNB,0,-,-,-,-,-,1,Jaipur,2-Apr-19
AM Rahane,Rajasthan Royals,Royal Challengers Bangalore,22,0,37,20,4,0,110,2,Jaipur,2-Apr-19
JC Buttler,Rajasthan Royals,Royal Challengers Bangalore,59,0,58,43,8,1,137.2,2,Jaipur,2-Apr-19
SPD Smith,Rajasthan Royals,Royal Challengers Bangalore,38,0,55,31,2,1,122.58,2,Jaipur,2-Apr-19
RA Tripathi,Rajasthan Royals,Royal Challengers Bangalore,34,1,39,23,3,1,147.82,2,Jaipur,2-Apr-19
BA Stokes,Rajasthan Royals,Royal Challengers Bangalore,1,1,4,2,0,0,50,2,Jaipur,2-Apr-19
JC Archer,Rajasthan Royals,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Jaipur,2-Apr-19
DS Kulkarni,Rajasthan Royals,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Jaipur,2-Apr-19
VR Aaron,Rajasthan Royals,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Jaipur,2-Apr-19
STR Binny,Rajasthan Royals,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Jaipur,2-Apr-19
K Gowtham,Rajasthan Royals,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Jaipur,2-Apr-19
S Gopal,Rajasthan Royals,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Jaipur,2-Apr-19
KL Rahul,Kings XI Punjab,Delhi Capitals,15,0,8,11,2,1,136.36,1,Mohali,1-Apr-19
SM Curran,Kings XI Punjab,Delhi Capitals,20,0,20,10,3,1,200,1,Mohali,1-Apr-19
MA Agarwal,Kings XI Punjab,Delhi Capitals,6,0,28,9,0,0,66.66,1,Mohali,1-Apr-19
SN Khan,Kings XI Punjab,Delhi Capitals,39,0,50,29,6,0,134.48,1,Mohali,1-Apr-19
DA Miller,Kings XI Punjab,Delhi Capitals,43,0,49,30,4,2,143.33,1,Mohali,1-Apr-19
Mandeep Singh,Kings XI Punjab,Delhi Capitals,29,1,35,21,2,1,138.09,1,Mohali,1-Apr-19
GC Viljoen,Kings XI Punjab,Delhi Capitals,1,0,6,3,0,0,33.33,1,Mohali,1-Apr-19
R Ashwin,Kings XI Punjab,Delhi Capitals,3,0,5,4,0,0,75,1,Mohali,1-Apr-19
M Ashwin,Kings XI Punjab,Delhi Capitals,1,0,1,2,0,0,50,1,Mohali,1-Apr-19
Mohammed Shami,Kings XI Punjab,Delhi Capitals,0,0,2,1,0,0,0,1,Mohali,1-Apr-19
Mujeeb Ur Rahman,Kings XI Punjab,Delhi Capitals,0,1,1,0,0,0,-,1,Mohali,1-Apr-19
PP Shaw,Delhi Capitals,Kings XI Punjab,0,0,1,1,0,0,0,2,Mohali,1-Apr-19
S Dhawan,Delhi Capitals,Kings XI Punjab,30,0,48,25,4,0,120,2,Mohali,1-Apr-19
SS Iyer,Delhi Capitals,Kings XI Punjab,28,0,32,22,5,0,127.27,2,Mohali,1-Apr-19
RR Pant,Delhi Capitals,Kings XI Punjab,39,0,50,26,3,2,150,2,Mohali,1-Apr-19
CA Ingram,Delhi Capitals,Kings XI Punjab,38,0,44,29,4,1,131.03,2,Mohali,1-Apr-19
CH Morris,Delhi Capitals,Kings XI Punjab,0,0,1,1,0,0,0,2,Mohali,1-Apr-19
GH Vihari,Delhi Capitals,Kings XI Punjab,2,0,12,5,0,0,40,2,Mohali,1-Apr-19
HV Patel,Delhi Capitals,Kings XI Punjab,0,0,2,2,0,0,0,2,Mohali,1-Apr-19
K Rabada,Delhi Capitals,Kings XI Punjab,0,0,8,1,0,0,0,2,Mohali,1-Apr-19
Avesh Khan,Delhi Capitals,Kings XI Punjab,4,1,6,3,1,0,133.33,2,Mohali,1-Apr-19
S Lamichhane,Delhi Capitals,Kings XI Punjab,0,0,1,1,0,0,0,2,Mohali,1-Apr-19
AT Rayudu,Chennai Super Kings,Rajasthan Royals,1,0,-,8,0,0,12.5,1,Chennai,31-Mar-19
SR Watson,Chennai Super Kings,Rajasthan Royals,13,0,-,13,1,1,100,1,Chennai,31-Mar-19
SK Raina,Chennai Super Kings,Rajasthan Royals,36,0,-,32,4,1,112.5,1,Chennai,31-Mar-19
KM Jadhav,Chennai Super Kings,Rajasthan Royals,8,0,-,3,2,0,266.66,1,Chennai,31-Mar-19
MS Dhoni,Chennai Super Kings,Rajasthan Royals,75,1,-,46,4,4,163.04,1,Chennai,31-Mar-19
DJ Bravo,Chennai Super Kings,Rajasthan Royals,27,0,-,16,3,1,168.75,1,Chennai,31-Mar-19
RA Jadeja,Chennai Super Kings,Rajasthan Royals,8,1,-,3,0,1,266.66,1,Chennai,31-Mar-19
SN Thakur,Chennai Super Kings,Rajasthan Royals,DNB,0,-,-,-,-,-,1,Chennai,31-Mar-19
DL Chahar,Chennai Super Kings,Rajasthan Royals,DNB,0,-,-,-,-,-,1,Chennai,31-Mar-19
Imran Tahir,Chennai Super Kings,Rajasthan Royals,DNB,0,-,-,-,-,-,1,Chennai,31-Mar-19
MJ Santner,Chennai Super Kings,Rajasthan Royals,DNB,0,-,-,-,-,-,1,Chennai,31-Mar-19
AM Rahane,Rajasthan Royals,Chennai Super Kings,0,0,-,2,0,0,0,2,Chennai,31-Mar-19
JC Buttler,Rajasthan Royals,Chennai Super Kings,6,0,-,7,1,0,85.71,2,Chennai,31-Mar-19
SV Samson,Rajasthan Royals,Chennai Super Kings,8,0,-,10,1,0,80,2,Chennai,31-Mar-19
RA Tripathi,Rajasthan Royals,Chennai Super Kings,39,0,-,24,5,1,162.5,2,Chennai,31-Mar-19
SPD Smith,Rajasthan Royals,Chennai Super Kings,28,0,-,30,2,0,93.33,2,Chennai,31-Mar-19
BA Stokes,Rajasthan Royals,Chennai Super Kings,46,0,-,26,1,3,176.92,2,Chennai,31-Mar-19
K Gowtham,Rajasthan Royals,Chennai Super Kings,9,0,-,8,0,1,112.5,2,Chennai,31-Mar-19
JC Archer,Rajasthan Royals,Chennai Super Kings,24,1,-,11,1,2,218.18,2,Chennai,31-Mar-19
S Gopal,Rajasthan Royals,Chennai Super Kings,0,0,-,3,0,0,0,2,Chennai,31-Mar-19
JD Unadkat,Rajasthan Royals,Chennai Super Kings,0,1,-,0,0,0,-,2,Chennai,31-Mar-19
DS Kulkarni,Rajasthan Royals,Chennai Super Kings,DNB,0,-,-,-,-,-,2,Chennai,31-Mar-19
JM Bairstow,Sunrisers Hyderabad,Royal Challengers Bangalore,114,0,76,56,12,7,203.57,1,Hyderabad (Deccan),31-Mar-19
DA Warner,Sunrisers Hyderabad,Royal Challengers Bangalore,100,1,98,55,5,5,181.81,1,Hyderabad (Deccan),31-Mar-19
V Shankar,Sunrisers Hyderabad,Royal Challengers Bangalore,9,0,7,3,0,1,300,1,Hyderabad (Deccan),31-Mar-19
YK Pathan,Sunrisers Hyderabad,Royal Challengers Bangalore,6,1,13,6,0,0,100,1,Hyderabad (Deccan),31-Mar-19
Mohammad Nabi,Sunrisers Hyderabad,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),31-Mar-19
Sandeep Sharma,Sunrisers Hyderabad,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),31-Mar-19
S Kaul,Sunrisers Hyderabad,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),31-Mar-19
Rashid Khan,Sunrisers Hyderabad,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),31-Mar-19
MK Pandey,Sunrisers Hyderabad,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),31-Mar-19
DJ Hooda,Sunrisers Hyderabad,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),31-Mar-19
B Kumar,Sunrisers Hyderabad,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),31-Mar-19
PA Patel,Royal Challengers Bangalore,Sunrisers Hyderabad,11,0,7,8,2,0,137.5,2,Hyderabad (Deccan),31-Mar-19
SO Hetmyer,Royal Challengers Bangalore,Sunrisers Hyderabad,9,0,12,9,0,1,100,2,Hyderabad (Deccan),31-Mar-19
V Kohli,Royal Challengers Bangalore,Sunrisers Hyderabad,3,0,18,10,0,0,30,2,Hyderabad (Deccan),31-Mar-19
AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,1,0,3,2,0,0,50,2,Hyderabad (Deccan),31-Mar-19
MM Ali,Royal Challengers Bangalore,Sunrisers Hyderabad,2,0,12,8,0,0,25,2,Hyderabad (Deccan),31-Mar-19
S Dube,Royal Challengers Bangalore,Sunrisers Hyderabad,5,0,7,7,1,0,71.42,2,Hyderabad (Deccan),31-Mar-19
C de Grandhomme,Royal Challengers Bangalore,Sunrisers Hyderabad,37,0,61,32,3,2,115.62,2,Hyderabad (Deccan),31-Mar-19
P Ray Barman,Royal Challengers Bangalore,Sunrisers Hyderabad,19,0,35,24,2,0,79.16,2,Hyderabad (Deccan),31-Mar-19
UT Yadav,Royal Challengers Bangalore,Sunrisers Hyderabad,14,0,13,9,1,1,155.55,2,Hyderabad (Deccan),31-Mar-19
Mohammed Siraj,Royal Challengers Bangalore,Sunrisers Hyderabad,3,1,13,8,0,0,37.5,2,Hyderabad (Deccan),31-Mar-19
YS Chahal,Royal Challengers Bangalore,Sunrisers Hyderabad,1,0,6,3,0,0,33.33,2,Hyderabad (Deccan),31-Mar-19
NS Naik,Kolkata Knight Riders,Delhi Capitals,7,0,16,16,1,0,43.75,1,Delhi,30-Mar-19
CA Lynn,Kolkata Knight Riders,Delhi Capitals,20,0,32,18,3,0,111.11,1,Delhi,30-Mar-19
RV Uthappa,Kolkata Knight Riders,Delhi Capitals,11,0,11,6,2,0,183.33,1,Delhi,30-Mar-19
N Rana,Kolkata Knight Riders,Delhi Capitals,1,0,7,2,0,0,50,1,Delhi,30-Mar-19
KD Karthik,Kolkata Knight Riders,Delhi Capitals,50,0,75,36,5,2,138.88,1,Delhi,30-Mar-19
Shubman Gill,Kolkata Knight Riders,Delhi Capitals,4,0,12,5,0,0,80,1,Delhi,30-Mar-19
AD Russell,Kolkata Knight Riders,Delhi Capitals,62,0,52,28,4,6,221.42,1,Delhi,30-Mar-19
PP Chawla,Kolkata Knight Riders,Delhi Capitals,12,0,11,5,1,1,240,1,Delhi,30-Mar-19
Kuldeep Yadav,Kolkata Knight Riders,Delhi Capitals,10,1,5,5,1,0,200,1,Delhi,30-Mar-19
M Prasidh Krishna,Kolkata Knight Riders,Delhi Capitals,DNB,0,-,-,-,-,-,1,Delhi,30-Mar-19
LH Ferguson,Kolkata Knight Riders,Delhi Capitals,DNB,0,-,-,-,-,-,1,Delhi,30-Mar-19
PP Shaw,Delhi Capitals,Kolkata Knight Riders,99,0,92,55,12,3,180,2,Delhi,30-Mar-19
S Dhawan,Delhi Capitals,Kolkata Knight Riders,16,0,12,8,2,1,200,2,Delhi,30-Mar-19
SS Iyer,Delhi Capitals,Kolkata Knight Riders,43,0,43,32,4,2,134.37,2,Delhi,30-Mar-19
RR Pant,Delhi Capitals,Kolkata Knight Riders,11,0,30,15,1,0,73.33,2,Delhi,30-Mar-19
CA Ingram,Delhi Capitals,Kolkata Knight Riders,10,0,13,7,1,0,142.85,2,Delhi,30-Mar-19
GH Vihari,Delhi Capitals,Kolkata Knight Riders,2,0,6,3,0,0,66.66,2,Delhi,30-Mar-19
HV Patel,Delhi Capitals,Kolkata Knight Riders,0,1,1,0,0,0,-,2,Delhi,30-Mar-19
A Mishra,Delhi Capitals,Kolkata Knight Riders,DNB,0,-,-,-,-,-,2,Delhi,30-Mar-19
K Rabada,Delhi Capitals,Kolkata Knight Riders,DNB,0,-,-,-,-,-,2,Delhi,30-Mar-19
CH Morris,Delhi Capitals,Kolkata Knight Riders,DNB,0,-,-,-,-,-,2,Delhi,30-Mar-19
S Lamichhane,Delhi Capitals,Kolkata Knight Riders,DNB,0,-,-,-,-,-,2,Delhi,30-Mar-19
RG Sharma,Mumbai Indians,Kings XI Punjab,32,0,22,18,5,0,177.77,1,Mohali,30-Mar-19
Q de Kock,Mumbai Indians,Kings XI Punjab,60,0,61,39,6,2,153.84,1,Mohali,30-Mar-19
SA Yadav,Mumbai Indians,Kings XI Punjab,11,0,6,6,2,0,183.33,1,Mohali,30-Mar-19
Yuvraj Singh,Mumbai Indians,Kings XI Punjab,18,0,39,22,2,0,81.81,1,Mohali,30-Mar-19
KA Pollard,Mumbai Indians,Kings XI Punjab,7,0,21,9,0,0,77.77,1,Mohali,30-Mar-19
HH Pandya,Mumbai Indians,Kings XI Punjab,31,0,29,19,3,1,163.15,1,Mohali,30-Mar-19
KH Pandya,Mumbai Indians,Kings XI Punjab,10,0,8,5,2,0,200,1,Mohali,30-Mar-19
MJ McClenaghan,Mumbai Indians,Kings XI Punjab,0,1,8,2,0,0,0,1,Mohali,30-Mar-19
M Markande,Mumbai Indians,Kings XI Punjab,0,1,1,0,0,0,-,1,Mohali,30-Mar-19
JJ Bumrah,Mumbai Indians,Kings XI Punjab,DNB,0,-,-,-,-,-,1,Mohali,30-Mar-19
JJ Bumrah,Mumbai Indians,Kings XI Punjab,DNB,0,-,-,-,-,-,1,Mohali,30-Mar-19
KL Rahul,Kings XI Punjab,Mumbai Indians,71,1,101,57,6,1,124.56,2,Mohali,30-Mar-19
CH Gayle,Kings XI Punjab,Mumbai Indians,40,0,39,24,3,4,166.66,2,Mohali,30-Mar-19
MA Agarwal,Kings XI Punjab,Mumbai Indians,43,0,26,21,4,2,204.76,2,Mohali,30-Mar-19
DA Miller,Kings XI Punjab,Mumbai Indians,15,1,34,10,2,0,150,2,Mohali,30-Mar-19
AJ Tye,Kings XI Punjab,Mumbai Indians,DNB,0,-,-,-,-,-,2,Mohali,30-Mar-19
Mandeep Singh,Kings XI Punjab,Mumbai Indians,DNB,0,-,-,-,-,-,2,Mohali,30-Mar-19
GC Viljoen,Kings XI Punjab,Mumbai Indians,DNB,0,-,-,-,-,-,2,Mohali,30-Mar-19
Mohammed Shami,Kings XI Punjab,Mumbai Indians,DNB,0,-,-,-,-,-,2,Mohali,30-Mar-19
R Ashwin,Kings XI Punjab,Mumbai Indians,DNB,0,-,-,-,-,-,2,Mohali,30-Mar-19
SN Khan,Kings XI Punjab,Mumbai Indians,DNB,0,-,-,-,-,-,2,Mohali,30-Mar-19
M Ashwin,Kings XI Punjab,Mumbai Indians,DNB,0,-,-,-,-,-,2,Mohali,30-Mar-19
AM Rahane,Rajasthan Royals,Sunrisers Hyderabad,70,0,77,49,4,3,142.85,1,Hyderabad (Deccan),29-Mar-19
JC Buttler,Rajasthan Royals,Sunrisers Hyderabad,5,0,16,8,1,0,62.5,1,Hyderabad (Deccan),29-Mar-19
SV Samson,Rajasthan Royals,Sunrisers Hyderabad,102,1,85,55,10,4,185.45,1,Hyderabad (Deccan),29-Mar-19
BA Stokes,Rajasthan Royals,Sunrisers Hyderabad,16,1,24,9,3,0,177.77,1,Hyderabad (Deccan),29-Mar-19
JC Archer,Rajasthan Royals,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),29-Mar-19
DS Kulkarni,Rajasthan Royals,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),29-Mar-19
JD Unadkat,Rajasthan Royals,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),29-Mar-19
SPD Smith,Rajasthan Royals,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),29-Mar-19
S Gopal,Rajasthan Royals,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),29-Mar-19
RA Tripathi,Rajasthan Royals,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),29-Mar-19
K Gowtham,Rajasthan Royals,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),29-Mar-19
DA Warner,Sunrisers Hyderabad,Rajasthan Royals,69,0,43,37,9,2,186.48,2,Hyderabad (Deccan),29-Mar-19
JM Bairstow,Sunrisers Hyderabad,Rajasthan Royals,45,0,49,28,6,1,160.71,2,Hyderabad (Deccan),29-Mar-19
KS Williamson,Sunrisers Hyderabad,Rajasthan Royals,14,0,27,10,2,0,140,2,Hyderabad (Deccan),29-Mar-19
V Shankar,Sunrisers Hyderabad,Rajasthan Royals,35,0,27,15,1,3,233.33,2,Hyderabad (Deccan),29-Mar-19
MK Pandey,Sunrisers Hyderabad,Rajasthan Royals,1,0,8,4,0,0,25,2,Hyderabad (Deccan),29-Mar-19
YK Pathan,Sunrisers Hyderabad,Rajasthan Royals,16,1,22,12,0,1,133.33,2,Hyderabad (Deccan),29-Mar-19
Rashid Khan,Sunrisers Hyderabad,Rajasthan Royals,15,1,19,8,1,1,187.5,2,Hyderabad (Deccan),29-Mar-19
S Kaul,Sunrisers Hyderabad,Rajasthan Royals,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),29-Mar-19
Sandeep Sharma,Sunrisers Hyderabad,Rajasthan Royals,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),29-Mar-19
B Kumar,Sunrisers Hyderabad,Rajasthan Royals,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),29-Mar-19
S Nadeem,Sunrisers Hyderabad,Rajasthan Royals,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),29-Mar-19
Q de Kock,Mumbai Indians,Royal Challengers Bangalore,23,0,-,20,2,1,115,1,Bengaluru,28-Mar-19
RG Sharma,Mumbai Indians,Royal Challengers Bangalore,48,0,-,33,8,1,145.45,1,Bengaluru,28-Mar-19
